date ,departure_city,departure_airport,arrival_city,stops,prices,flight_duration,arrival_airport,departure_time,arrival_time
5/24/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
5/24/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
5/24/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
5/24/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/24/2024,YYZ,Pearson Intl,LGA,0,197,103,LaGuardia,6:30 AM,8:13 AM
5/24/2024,YYZ,Pearson Intl,LGA,0,197,104,LaGuardia,7:59 AM,9:43 AM
5/24/2024,YYZ,Pearson Intl,JFK,0,197,104,John F Kennedy Intl,7:25 AM,9:09 AM
5/24/2024,YTZ,Toronto Island,EWR,1,199,240,Newark,9:30 AM,1:30 PM
5/24/2024,YTZ,Toronto Island,EWR,1,199,360,Newark,11:40 AM,5:40 PM
5/24/2024,YTZ,Toronto Island,EWR,1,199,370,Newark,7:20 AM,1:30 PM
5/25/2024,YYZ,Pearson Intl,JFK,0,154,120,John F Kennedy Intl,7:45 AM,9:45 AM
5/25/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
5/25/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
5/25/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:00 PM,1:30 PM
5/25/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
5/25/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,9:00 AM,10:30 AM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,7:15 PM,8:46 PM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,7:55 AM,9:26 AM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,1:15 PM,2:46 PM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:15 AM,7:46 AM
5/25/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/26/2024,YTO,Union Station,NYC,,139,120,Port Authority,9:00 PM,7:55 am+1
5/26/2024,YYZ,Pearson Intl,JFK,,155,90,John F Kennedy Intl,7:45 AM,9:45 AM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,9:40 PM,11:10 PM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:50 AM,10:20 AM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
5/26/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
5/26/2024,YTZ,Toronto Island,EWR,0,193,95,Newark,3:00 PM,4:30 PM
5/26/2024,YYZ,Pearson Intl,LGA,0,197,104,LaGuardia,7:00 AM,8:35 AM
5/26/2024,YYZ,Pearson Intl,JFK,0,197,250,John F Kennedy Intl,7:25 AM,9:09 AM
5/26/2024,YTZ,Toronto Island,EWR,0,199,270,Newark,3:40 PM,7:50 PM
5/27/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
5/27/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
5/27/2024,YYZ,Pearson Intl,LGA,0,197,103,LaGuardia,6:30 AM,8:13 AM
5/27/2024,YTZ,Toronto Island,EWR,1,199,240,Newark,9:30 AM,1:30 PM
5/27/2024,YTZ,Toronto Island,EWR,1,199,360,Newark,11:40 AM,5:40 PM
5/27/2024,YTZ,Toronto Island,EWR,1,199,370,Newark,7:20 AM,1:30 PM
5/27/2024,YTZ,Toronto Island,EWR,0,209,90,Newark,7:55 AM,9:25 AM
5/27/2024,YTZ,Toronto Island,EWR,0,223,90,Newark,8:50 AM,10:20 AM
5/27/2024,YTZ,Toronto Island,EWR,0,231,90,Newark,3:00 PM,4:30 PM
5/27/2024,YYZ,Pearson Intl,EWR,1,231,215,Newark,9:55 AM,1:30 PM
5/27/2024,YYZ,Pearson Intl,EWR,1,231,375,Newark,7:15 AM,1:30 PM
5/27/2024,YYZ,Pearson Intl,EWR,0,233,96,Newark,6:30 AM,8:06 AM
5/27/2024,YTZ,Toronto Island,EWR,0,236,90,Newark,12:50 PM,2:20 PM
5/27/2024,YYZ,Pearson Intl,EWR,1,245,395,Newark,6:55 AM,1:30 PM
5/28/2024,YYZ,Pearson Intl,JFK,0,135,120,John F Kennedy Intl,7:45 AM,9:45 AM
5/28/2024,YTZ,Toronto Island,EWR,0,180,90,Newark,10:00 AM,11:30 AM
5/28/2024,YTZ,Toronto Island,EWR,0,180,90,Newark,6:45 AM,8:15 AM
5/28/2024,YTZ,Toronto Island,EWR,0,180,90,Newark,7:55 AM,9:25 AM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,7:25 PM,8:55 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,3:00 PM,4:30 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,11:00 AM,12:30 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,12:50 PM,2:20 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,2:00 PM,3:30 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,5:10 PM,6:40 PM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,8:50 AM,10:20 AM
5/28/2024,YTZ,Toronto Island,EWR,0,191,90,Newark,8:40 PM,10:10 PM
5/28/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/28/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
5/29/2024,YYZ,Pearson Intl,JFK,0,135,120,John F Kennedy Intl,7:45 AM,9:45 AM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,2:00 PM,3:30 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,5:10 PM,6:40 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,6:45 AM,8:15 AM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,12:50 PM,2:20 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,8:40 PM,10:10 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,11:00 AM,12:30 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,3:00 PM,4:30 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:25 PM,8:55 PM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,10:00 AM,11:30 AM
5/29/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:55 AM,9:25 AM
5/29/2024,YTZ,Toronto Island,EWR,1,184,240,Newark,9:30 AM,1:30 PM
5/29/2024,YTZ,Toronto Island,EWR,1,184,360,Newark,11:40 AM,5:40 PM
5/29/2024,YTZ,Toronto Island,EWR,1,184,370,Newark,7:20 AM,1:30 PM
5/30/2024,YYZ,Pearson Intl,JFK,0,135,120,John F Kennedy Intl,7:45 AM,9:45 AM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
5/30/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:55 AM,9:25 AM
5/30/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
5/30/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/30/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,2:15 PM,3:46 PM
5/30/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,7:00 AM,8:35 AM
5/30/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,3:15 PM,4:50 PM
5/31/2024,YYZ,Pearson Intl,JFK,0,174,120,John F Kennedy Intl,7:45 AM,9:45 AM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
5/31/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
5/31/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
5/31/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,7:00 AM,8:35 AM
5/31/2024,YYZ,Pearson Intl,LGA,0,197,103,LaGuardia,6:30 AM,8:13 AM
5/31/2024,YYZ,Pearson Intl,LGA,0,197,104,LaGuardia,5:00 PM,6:44 PM
5/31/2024,YYZ,Pearson Intl,LGA,0,197,105,LaGuardia,6:55 PM,8:40 PM
6/1/2024,YYZ,Pearson Intl,JFK,0,155,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/1/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:00 PM,1:30 PM
6/1/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/1/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/1/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,7:15 PM,8:46 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,3:15 PM,4:46 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:15 AM,7:46 AM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,7:00 AM,8:35 AM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,3:15 PM,4:50 PM
6/1/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,12:45 PM,2:20 PM
6/2/2024,YYZ,Pearson Intl,JFK,0,154,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:50 AM,10:20 AM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,9:40 PM,11:10 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/2/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,4:10 PM,5:40 PM
6/2/2024,YTZ,Toronto Island,EWR,1,199,250,Newark,3:40 PM,7:50 PM
6/2/2024,YTZ,Toronto Island,EWR,1,199,270,Newark,9:00 AM,1:30 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,95,Newark,6:30 AM,8:05 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,96,Newark,4:00 PM,5:36 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,99,Newark,8:30 AM,10:09 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,96,Newark,4:00 PM,5:36 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,99,Newark,8:30 AM,10:09 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,102,Newark,9:30 AM,11:12 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,103,Newark,7:30 AM,9:13 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,233,110,Newark,8:00 PM,9:50 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,243,95,LaGuardia,7:00 AM,8:35 AM
6/2/2024,YYZ,Pearson Intl,LGA,0,248,91,LaGuardia,8:55 PM,10:26 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,248,91,LaGuardia,8:55 PM,10:26 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,248,94,LaGuardia,9:10 AM,10:44 AM
6/2/2024,YYZ,Pearson Intl,JFK,0,259,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,99,Newark,5:00 PM,6:39 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,99,Newark,8:30 AM,10:09 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,102,Newark,9:30 AM,11:12 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,103,Newark,7:30 AM,9:13 AM
6/2/2024,YYZ,Pearson Intl,LGA,0,268,104,LaGuardia,7:59 AM,9:43 AM
6/2/2024,YYZ,Pearson Intl,LGA,0,268,105,LaGuardia,6:55 PM,8:40 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,108,Newark,12:45 PM,2:33 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,108,Newark,12:45 PM,2:33 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,110,Newark,8:00 PM,9:50 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,268,110,Newark,7:10 PM,9:00 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,275,91,LaGuardia,6:10 PM,7:41 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,275,91,LaGuardia,5:15 PM,6:46 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,275,91,LaGuardia,5:15 PM,6:46 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,275,91,LaGuardia,6:10 PM,7:41 PM
6/2/2024,YYZ,Pearson Intl,JFK,0,275,108,John F Kennedy Intl,8:30 PM,10:18 PM
6/2/2024,YYZ,Pearson Intl,JFK,0,275,108,John F Kennedy Intl,8:30 PM,10:18 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,280,104,LaGuardia,7:59 AM,9:43 AM
6/2/2024,YYZ,Pearson Intl,EWR,0,281,104,Newark,10:45 AM,12:29 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,286,99,Newark,2:00 PM,3:39 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,286,99,Newark,11:30 AM,1:09 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,286,104,Newark,10:45 AM,12:29 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,296,91,LaGuardia,1:15 PM,2:46 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,296,91,LaGuardia,7:55 AM,9:26 AM
6/2/2024,YYZ,Pearson Intl,JFK,0,296,105,John F Kennedy Intl,1:15 PM,3:00 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,307,99,Newark,8:30 AM,10:09 AM
6/2/2024,YYZ,Pearson Intl,LGA,0,308,105,LaGuardia,6:55 PM,8:40 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,314,91,LaGuardia,6:10 PM,7:41 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,314,91,LaGuardia,5:15 PM,6:46 PM
6/2/2024,YYZ,Pearson Intl,JFK,0,314,108,John F Kennedy Intl,8:30 PM,10:18 PM
6/2/2024,YKF,Kitchener-Waterloo,EWR,1,317,294,Newark,5:15 AM,10:09 AM
6/2/2024,YYZ,Pearson Intl,EWR,1,320,429,Newark,6:15 AM,1:24 PM
6/2/2024,YYZ,Pearson Intl,LGA,0,323,91,LaGuardia,2:15 PM,3:46 PM
6/2/2024,YYZ,Pearson Intl,EWR,0,332,108,Newark,3:00 PM,4:48 PM
6/2/2024,YYZ,Pearson Intl,JFK,0,334,116,John F Kennedy Intl,6:04 AM,8:00 AM
6/3/2024,YYZ,Pearson Intl,JFK,0,128,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
6/3/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:55 AM,9:25 AM
6/3/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
6/3/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
6/3/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
6/4/2024,YYZ,Pearson Intl,JFK,0,135,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,5:10 PM,6:40 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:25 PM,8:55 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,6:45 AM,8:15 AM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,8:40 PM,10:10 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,11:00 AM,12:30 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,12:50 PM,2:20 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,2:00 PM,3:30 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,3:00 PM,4:30 PM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,10:00 AM,11:30 AM
6/4/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:55 AM,9:25 AM
6/4/2024,YTZ,Toronto Island,EWR,1,184,240,Newark,9:30 AM,1:30 PM
6/4/2024,YTZ,Toronto Island,EWR,1,184,360,Newark,11:40 AM,5:40 PM
6/4/2024,YTZ,Toronto Island,EWR,1,184,370,Newark,7:20 AM,1:30 PM
6/5/2024,YYZ,Pearson Intl,JFK,0,154,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,11:00 AM,12:30 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,3:00 PM,4:30 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:25 PM,8:55 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,8:40 PM,10:10 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,12:50 PM,2:20 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,5:10 PM,6:40 PM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,10:00 AM,11:30 AM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,7:55 AM,9:25 AM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,6:45 AM,8:15 AM
6/5/2024,YTZ,Toronto Island,EWR,0,177,90,Newark,2:00 PM,3:30 PM
6/5/2024,YTZ,Toronto Island,EWR,1,184,240,Newark,9:30 AM,1:30 PM
6/5/2024,YTZ,Toronto Island,EWR,1,184,360,Newark,11:40 AM,5:40 PM
6/5/2024,YTZ,Toronto Island,EWR,1,184,370,Newark,7:20 AM,1:30 PM
6/6/2024,YYZ,Pearson Intl,JFK,0,174,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
6/6/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:55 AM,9:25 AM
6/6/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
6/6/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,2:15 PM,3:46 PM
6/6/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
6/6/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
6/6/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,7:05 AM,8:40 AM
6/6/2024,YTZ,Toronto Island,EWR,1,199,240,Newark,9:30 AM,1:30 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/7/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:40 PM,10:10 PM
6/7/2024,YYZ,Pearson Intl,JFK,0,195,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/7/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
6/7/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
6/7/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
6/7/2024,YTZ,Toronto Island,EWR,1,199,240,Newark,9:30 AM,1:30 PM
6/7/2024,YTZ,Toronto Island,EWR,1,199,360,Newark,11:40 AM,5:40 PM
6/7/2024,YTZ,Toronto Island,EWR,1,199,370,Newark,7:20 AM,1:30 PM
6/8/2024,YYZ,Pearson Intl,JFK,0,155,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/8/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:00 PM,1:30 PM
6/8/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/8/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/8/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:10 PM,7:41 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,8:55 PM,10:26 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,7:15 PM,8:46 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,5:15 PM,6:46 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:15 AM,7:46 AM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,91,LaGuardia,6:15 AM,7:46 AM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,7:24 PM,8:59 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,12:45 PM,2:20 PM
6/8/2024,YYZ,Pearson Intl,LGA,0,197,95,LaGuardia,10:55 AM,12:30 PM
6/9/2024,YYZ,Pearson Intl,JFK,0,155,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,4:10 PM,5:40 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,8:50 AM,10:20 AM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,2:00 PM,3:30 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,3:00 PM,4:30 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/9/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,9:40 PM,11:10 PM
6/9/2024,YTZ,Toronto Island,EWR,1,199,250,Newark,3:40 PM,7:50 PM
6/9/2024,YTZ,Toronto Island,EWR,1,199,270,Newark,9:00 AM,1:30 PM
6/9/2024,YTZ,Toronto Island,EWR,1,199,365,Newark,1:45 PM,7:50 PM
6/9/2024,YYZ,Pearson Intl,EWR,1,206,390,Newark,7:00 AM,1:30 PM
6/10/2024,YYZ,Pearson Intl,JFK,0,155,120,John F Kennedy Intl,7:45 AM,9:45 AM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,6:45 AM,8:15 AM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,11:00 AM,12:30 PM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,10:00 AM,11:30 AM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,12:50 PM,2:20 PM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,5:10 PM,6:40 PM
6/10/2024,YTZ,Toronto Island,EWR,0,193,90,Newark,7:25 PM,8:55 PM
